observable;cc;tags;description
117.62.164.138;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
138.118.6.104;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.74.50.177;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
121.61.32.249;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
177.161.113.83;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
138.185.190.99;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
181.199.86.220;EC;spam;Direct snowshoe spam sources detected via automation
222.93.219.176;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
181.66.37.213;PE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
14.162.143.10;VN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
123.180.68.72;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
190.239.232.171;PE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
180.109.27.48;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
189.207.168.207;MX;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
59.94.241.80;IN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
183.88.52.93;TH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
211.24.235.178;MY;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
122.226.244.162;CN;spam;Direct snowshoe spam sources detected via automation
222.187.166.137;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
36.6.57.102;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
61.98.13.110;KR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
188.255.243.12;RS;spam;Direct snowshoe spam sources detected via automation
141.136.69.180;AM;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.70.64.19;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
5.117.103.36;IR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.229.132.6;TH;spam;Direct snowshoe spam sources detected via automation
196.247.163.9;SC;spam;Direct UBE sources, spam operations & spam services
111.226.188.109;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.82.194.54;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
95.181.177.59;RU;suspicious;hijacked prefix
61.52.97.42;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
116.17.236.188;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.124.221.11;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.163.91.79;CN;spam;Direct snowshoe spam sources detected via automation
114.235.26.51;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
46.29.20.206;PL;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
121.207.190.25;CN;spam;Direct snowshoe spam sources detected via automation
125.68.13.57;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
89.34.237.213;RO;spam;Direct UBE sources, spam operations & spam services
123.163.154.17;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.124.216.191;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
203.189.135.107;KH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
152.174.133.210;CL;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
187.217.66.54;MX;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
111.177.113.173;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
194.88.105.156;NL;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
114.230.30.198;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
182.34.26.63;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
106.6.96.98;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
218.93.174.163;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
116.105.13.48;VN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
200.155.176.98;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.67.53.252;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
123.162.246.240;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
125.126.161.173;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
59.62.112.30;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.101.201.12;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.163.252.141;VN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.81.187.18;CN;spam;Direct snowshoe spam sources detected via automation
115.203.204.251;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
148.163.83.17;US;spam;Direct snowshoe spam sources detected via automation
49.82.92.40;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
123.169.35.99;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.184.172.212;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
182.34.22.71;CN;spam;Direct snowshoe spam sources detected via automation
200.106.91.130;PE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
92.33.32.62;SE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
121.239.230.58;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
186.226.176.70;BR;spam;Direct snowshoe spam sources detected via automation
117.24.36.123;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
223.207.251.10;TH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
183.144.194.12;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
180.104.63.44;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
218.93.166.88;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.65.166.6;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
139.205.65.176;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
222.185.184.163;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
58.52.154.113;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
209.58.164.21;SG;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.81.10.18;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.82.5.1;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.88.194.208;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.67.83.19;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.81.239.131;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
27.79.192.58;VN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.163.89.146;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
61.146.90.93;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
95.184.19.56;SA;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
217.67.26.154;SK;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
85.223.152.118;UA;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
71.6.146.130;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
51.255.166.189;FR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
5.39.92.143;FR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
116.204.12.141;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
98.202.25.102;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
217.36.223.29;GB;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
119.90.159.133;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
125.71.216.103;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
58.218.198.151;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
123.233.52.38;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
202.137.141.195;LA;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
168.181.148.87;BR;scanner;seen attempting to remotely login using SSH password authentication
31.30.120.136;CZ;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
58.218.198.155;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
82.53.81.246;IT;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
119.145.21.178;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
97.80.68.176;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
106.75.120.56;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
222.186.43.6;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
128.199.131.118;GB;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
14.52.176.247;KR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
120.29.114.231;PH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
124.205.130.162;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
181.199.86.175;EC;spam;Direct snowshoe spam sources detected via automation
177.124.184.11;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
124.63.12.188;KR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
181.118.77.253;AR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
196.207.91.144;IN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
138.97.93.151;BR;spam;Direct UBE sources, spam operations & spam services
118.241.121.191;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
14.161.69.250;VN;spam;Direct snowshoe spam sources detected via automation
14.116.254.33;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
124.120.95.6;TH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
170.250.10.164;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
92.97.117.82;AE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
223.242.115.22;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
176.110.33.212;UA;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
186.1.41.43;NI;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
177.129.230.198;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
66.205.0.217;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
65.39.109.96;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
79.105.133.198;RU;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
187.189.8.195;MX;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
14.177.220.62;VN;spam;Direct snowshoe spam sources detected via automation
183.109.88.67;KR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
202.89.24.3;BT;spam;Direct snowshoe spam sources detected via automation
14.186.228.180;VN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
43.251.87.130;;spam;Direct UBE sources, spam operations & spam services
177.43.243.231;BR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
213.185.81.95;DE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
198.23.61.153;US;spam;Direct snowshoe spam sources detected via automation
178.238.228.163;DE;spam;Direct snowshoe spam sources detected via automation
14.116.171.252;CN;scanner;seen initiating an SSH connection
202.79.49.57;NP;scanner;seen attempting to remotely login using SSH password authentication
188.166.112.156;NL;scanner;seen initiating an SSH connection
85.214.96.58;DE;scanner;seen initiating an SSH connection
51.36.125.192;GB;scanner;seen initiating an SSH connection
18.221.91.21;US;scanner;seen initiating an SSH connection
124.207.149.219;CN;scanner;
181.114.17.222;GT;scanner;seen initiating a VNC remote frame buffer session to a remote host
41.86.155.253;NG;scanner;seen attempting to remotely login using SSH password authentication
197.32.14.2;EG;scanner;seen attempting to remotely login using SSH password authentication
58.242.83.36;CN;scanner;seen initiating an SSH connection
185.183.105.18;GB;scanner;identified as sending recursive DNS queries to a remote host
12.5.45.82;US;suspicious;Malicious Host
59.53.251.129;CN;suspicious;Malicious Host
61.140.42.126;CN;suspicious;Malicious Host
70.45.162.139;PR;suspicious;Malicious Host
80.211.234.233;IT;suspicious;Malicious Host
98.126.5.134;US;suspicious;Malicious Host
106.115.113.239;CN;suspicious;Malicious Host
103.99.3.40;VN;suspicious;Malicious Host
111.196.0.96;CN;suspicious;Malicious Host
110.80.178.185;CN;suspicious;Malicious Host
113.72.22.221;CN;suspicious;Malicious Host
115.233.216.69;CN;suspicious;Malicious Host
117.71.81.20;CN;suspicious;Malicious Host
117.33.134.152;CN;suspicious;Malicious Host
121.136.174.216;KR;suspicious;Malicious Host
121.35.96.22;CN;suspicious;Malicious Host
36.82.211.248;ID;suspicious;Malicious Host
152.249.84.254;BR;suspicious;Malicious Host
151.235.143.165;IR;suspicious;Malicious Host
144.217.210.80;CA;suspicious;Malicious Host
142.116.144.95;CA;suspicious;Malicious Host
180.103.194.65;CN;suspicious;Malicious Host
187.116.108.217;BR;suspicious;Malicious Host
187.11.105.199;BR;suspicious;Malicious Host
191.181.194.125;BR;suspicious;Malicious Host
212.124.122.111;RU;suspicious;Malicious Host
218.2.30.106;CN;suspicious;Malicious Host
221.221.103.164;CN;suspicious;Malicious Host
61.166.58.177;CN;suspicious;Malicious Host
78.149.217.222;GB;suspicious;Malicious Host
82.34.88.148;GB;suspicious;Malicious Host
85.93.20.245;DE;suspicious;Malicious Host
49.118.104.251;CN;suspicious;Malicious Host
91.211.55.247;RU;suspicious;Malicious Host
95.233.177.234;IT;suspicious;Malicious Host
113.102.18.247;CN;suspicious;Malicious Host
123.144.215.28;CN;suspicious;Malicious Host
124.120.231.168;TH;suspicious;Malicious Host
125.212.217.90;VN;suspicious;Malicious Host
153.101.224.164;CN;suspicious;Malicious Host
162.252.242.145;CA;suspicious;Malicious Host
178.250.91.10;TR;suspicious;Malicious Host
182.134.132.99;CN;suspicious;Malicious Host
199.195.251.179;US;suspicious;Malicious Host
198.199.124.221;US;suspicious;Malicious Host
197.89.108.60;ZA;suspicious;Malicious Host
202.115.80.173;CN;suspicious;Malicious Host
201.95.99.36;BR;suspicious;Malicious Host
31.204.152.252;NL;suspicious;Malicious Host
219.77.166.22;HK;suspicious;Malicious Host
221.226.27.94;CN;suspicious;Malicious Host
14.118.156.124;CN;suspicious;Malicious Host
5.55.242.206;GR;suspicious;Malicious Host
37.107.100.7;SA;suspicious;Malicious Host
58.212.212.67;CN;suspicious;Malicious Host
58.221.44.110;CN;suspicious;Malicious Host
88.232.131.228;TR;suspicious;Malicious Host
103.4.198.86;SG;suspicious;Malicious Host
104.239.168.183;US;suspicious;Malicious Host
46.177.57.13;GR;suspicious;Malicious Host
112.10.131.30;CN;suspicious;Malicious Host
113.88.194.66;CN;suspicious;Malicious Host
118.26.65.26;CN;suspicious;Malicious Host
120.202.61.226;CN;suspicious;Malicious Host
138.68.182.3;US;suspicious;Malicious Host
177.138.16.159;BR;suspicious;Malicious Host
185.216.140.69;NL;suspicious;Malicious Host
185.216.140.37;NL;suspicious;Malicious Host
187.11.0.93;BR;suspicious;Malicious Host
189.18.37.166;BR;suspicious;Malicious Host
104.28.28.228;US;suspicious;Spamming
14.105.28.150;CN;suspicious;Malicious Host
58.30.252.10;CN;suspicious;Malicious Host
61.159.207.207;CN;suspicious;Malicious Host
49.75.82.10;CN;suspicious;Malicious Host
62.4.6.4;FR;suspicious;Malicious Host
46.56.153.154;BY;suspicious;Malicious Host
77.165.167.49;NL;suspicious;Malicious Host
79.131.5.207;GR;suspicious;Malicious Host
80.64.103.106;RU;suspicious;Malicious Host
47.91.243.82;US;suspicious;Malicious Host
86.30.136.119;GB;suspicious;Malicious Host
92.235.23.249;NL;suspicious;Malicious Host
94.177.217.123;IT;suspicious;Malicious Host
110.87.107.212;CN;suspicious;Malicious Host
111.73.204.128;CN;suspicious;Malicious Host
113.12.76.151;CN;suspicious;Malicious Host
114.115.203.73;CN;suspicious;Malicious Host
116.1.159.80;CN;suspicious;Malicious Host
115.238.252.74;CN;suspicious;Malicious Host
116.15.61.41;SG;suspicious;Malicious Host
121.45.254.158;AU;suspicious;Malicious Host
39.64.66.175;CN;suspicious;Malicious Host
124.172.144.159;CN;suspicious;Malicious Host
14.124.103.182;CN;suspicious;Malicious Host
179.113.188.113;BR;suspicious;Malicious Host
183.249.245.237;CN;suspicious;Malicious Host
182.75.185.187;IN;suspicious;Malicious Host
200.172.43.76;BR;suspicious;Malicious Host
58.60.57.247;CN;suspicious;Malicious Host
58.60.152.106;CN;suspicious;Malicious Host
61.81.177.235;KR;suspicious;Malicious Host
75.151.52.106;US;suspicious;Malicious Host
77.95.1.54;TJ;suspicious;Malicious Host
80.28.205.116;ES;suspicious;Malicious Host
93.177.138.168;GE;suspicious;Malicious Host
110.138.255.37;ID;suspicious;Malicious Host
111.42.166.12;CN;suspicious;Malicious Host
112.10.81.245;CN;suspicious;Malicious Host
113.88.66.153;CN;suspicious;Malicious Host
119.200.10.119;KR;suspicious;Malicious Host
123.170.255.116;CN;suspicious;Malicious Host
124.127.61.50;CN;suspicious;Malicious Host
151.250.59.187;TR;suspicious;Malicious Host
177.189.177.118;BR;suspicious;Malicious Host
178.62.195.38;EU;suspicious;Malicious Host
179.99.11.243;BR;suspicious;Malicious Host
186.200.15.170;BR;suspicious;Malicious Host
187.74.143.6;BR;suspicious;Malicious Host
189.68.255.50;BR;suspicious;Malicious Host
189.46.189.15;BR;suspicious;Malicious Host
190.195.107.161;AR;suspicious;Malicious Host
190.49.232.235;AR;suspicious;Malicious Host
195.154.60.103;FR;suspicious;Malicious Host
197.50.113.115;EG;suspicious;Malicious Host
201.69.78.223;BR;suspicious;Malicious Host
210.142.102.117;JP;suspicious;Malicious Host
219.157.250.233;CN;suspicious;Malicious Host
220.162.10.106;CN;suspicious;Malicious Host
222.174.241.11;CN;suspicious;Malicious Host
14.126.125.182;CN;suspicious;Malicious Host
114.241.243.89;CN;scanner;
120.43.213.154;CN;scanner;
222.85.246.129;CN;scanner;
62.16.191.247;NO;scanner;
114.226.30.47;CN;scanner;
115.213.84.163;CN;scanner;
119.184.214.134;CN;scanner;
125.40.90.70;CN;scanner;
61.159.204.180;CN;scanner;
111.79.112.84;CN;scanner;
180.141.250.72;CN;scanner;
121.163.251.118;KR;scanner;
219.74.19.170;SG;scanner;
182.18.132.150;IN;scanner;
50.63.152.196;US;scanner;
76.182.225.117;US;scanner;
103.82.201.50;IN;scanner;
117.57.93.37;CN;scanner;
117.68.172.155;CN;scanner;
182.56.111.206;IN;scanner;
182.64.89.7;IN;scanner;
195.154.47.211;FR;scanner;
117.23.45.136;CN;scanner;
122.236.65.139;CN;scanner;
145.249.106.172;RU;scanner;
114.96.141.38;CN;scanner;
116.206.88.238;BD;scanner;
117.57.82.110;CN;scanner;
180.113.123.172;CN;scanner;
41.45.147.21;EG;scanner;
42.118.188.218;VN;scanner;
58.186.11.136;VN;scanner;
122.246.52.237;CN;scanner;
185.22.62.183;RU;scanner;
41.199.150.137;EG;scanner;
188.32.242.103;RU;scanner;
222.92.37.85;CN;scanner;
31.208.100.198;SE;scanner;
79.236.183.231;DE;scanner;
109.64.57.249;IL;scanner;
187.36.135.34;BR;scanner;
79.161.195.84;NO;scanner;
84.213.7.37;NO;scanner;
86.95.35.216;NL;scanner;
179.90.122.163;BR;scanner;
65.99.135.157;SE;scanner;
80.216.89.122;SE;scanner;
85.197.161.83;SE;scanner;
90.178.5.133;SK;scanner;
176.71.165.171;SE;scanner;
178.139.11.137;ES;scanner;
217.224.121.103;DE;scanner;
51.254.116.165;FR;scanner;
77.234.79.183;HU;scanner;
79.154.36.140;ES;scanner;
118.103.253.183;BN;scanner;
122.199.106.34;KR;scanner;
141.226.147.167;IL;scanner;
177.161.117.75;BR;scanner;
24.217.162.48;US;scanner;
78.142.19.105;BG;scanner;
1.172.172.233;TW;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
14.49.212.151;KR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.17.160.205;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
61.60.204.205;TW;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
78.154.193.220;KW;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
78.186.143.164;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
23.229.27.84;CA;botnet;alysakindler783811
192.198.104.84;CA;botnet;stephenbyron510
79.140.26.228;RU;botnet;AndroidSzom
23.95.237.203;US;botnet;modestogerrard6
155.94.147.239;US;botnet;wallstickersart13
107.161.92.214;US;botnet;sadyeskurrie
191.101.108.212;CL;botnet;darnell.primrose
173.208.91.153;US;botnet;ucgwhkcudyam
107.172.14.17;US;botnet;woodrow91l7273566494
37.59.141.209;FR;botnet;shonawelsby
23.108.86.231;US;botnet;stophelium14
23.229.36.61;CA;botnet;collettejamison129
107.174.239.251;US;botnet;janifalcone
86.195.25.227;FR;botnet;deidrehjm266322248
45.118.144.69;VN;botnet;vickeycoote6253
185.223.161.19;RU;botnet;atn4l0+6exv3koecm32s
173.234.58.93;US;botnet;oexngqwgeebs
31.187.76.193;DE;botnet;salvatorebaumann3
198.46.193.248;US;botnet;wallstickersartelephant62
195.140.212.12;GB;botnet;heathbidencope54
79.184.1.230;PL;botnet;norman
180.210.205.126;SG;botnet;cynthiapelensky
113.102.17.108;CN;botnet;hnkfd87
191.101.104.178;CL;botnet;wallstickersartnursery02
185.89.100.143;UA;botnet;atn2xl+8h4ln1xrgwvsk
123.16.232.137;VN;botnet;louisecoburn330
185.225.137.114;DE;botnet;lashonda.hertzog
104.223.225.61;US;botnet;Samesessuld38
81.147.66.164;GB;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
5.140.39.245;RU;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
85.99.126.49;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
87.110.175.76;LV;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
27.131.149.18;TH;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
58.213.23.77;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
90.151.93.18;RU;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
88.247.212.72;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.251.129.13;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.48.3.62;MY;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
91.222.112.83;UA;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
92.81.138.209;RO;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
49.250.96.242;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
101.25.54.39;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
68.80.42.36;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
47.203.93.206;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
103.106.150.136;IN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
104.6.129.49;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
78.189.148.156;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
80.211.13.251;IT;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
111.168.210.20;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
109.124.173.22;SE;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
86.60.236.242;FI;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
111.222.225.37;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
88.237.9.6;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
2.180.36.134;IR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
94.121.9.249;TR;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
39.85.136.29;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
1.30.52.28;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
112.123.144.6;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
89.39.113.107;MD;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.40.64.244;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
112.81.40.201;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.165.115.201;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
61.116.137.176;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
5.67.116.132;GB;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
1.186.220.92;IN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
112.234.96.144;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
101.1.156.154;JP;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
101.73.157.205;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
58.244.80.47;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
61.53.6.216;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
113.230.53.67;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
65.34.193.40;US;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
110.253.64.173;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
78.151.196.244;GB;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
60.188.174.149;CN;exploit;CBL + customised NJABL. 3rd party exploits (proxies, trojans, etc.)
